report_k,eps_final,ess,n_records,contraction_division_rate,contraction_cell_volume,covered_division_rate,covered_cell_volume
10,4.771862937646649e-06,15.747315736702749,12835,0.9488001952101464,0.8534084624437579,True,True
30,1.7518731326448816e-05,46.56582496850753,12835,0.9349325815146139,0.84242315836575,True,True
100,6.147726466202043e-05,158.05519424945348,12835,0.9290084963611513,0.8473138080498662,True,True
300,0.0001968726224521,391.99779864664816,12835,0.9131164412443239,0.8242614134576202,True,True
1000,0.000729701593914,1069.3650468216783,12835,0.9107786940189382,0.7782783452926068,True,True
