arm,barrier_every,sigma,replicate,n_simulations,elapsed_wall_s,throughput_sims_per_s,full_history_mean_abs_error,full_history_w1_to_analytic,ess,ess_fraction,n_particles_used,archive_mean_abs_error,archive_w1_to_analytic
pyabc_baseline,,1.5,0,238,53.64759397506714,4.436359254258655,0.5328406764053559,2.2317554111893623,100.0,1.0,100.0,0.5328406764053559,2.2317554111893623
pyabc_baseline,,1.5,1,234,53.79935956001282,4.349494155947611,0.10330098239065548,2.3258715217870165,100.0,1.0,100.0,0.10330098239065548,2.3258715217870165
pyabc_baseline,,1.5,2,349,59.90078687667847,5.826300758260627,0.025212638972126073,1.4792412539383326,100.0,1.0,100.0,0.025212638972126073,1.4792412539383326
pyabc_baseline,,1.5,3,118,47.22972369194031,2.4984266427147563,,,,,,,
pyabc_baseline,,1.5,4,246,59.43322229385376,4.139099152048498,0.1742836349375581,2.1533843332771263,100.0,1.0,100.0,0.1742836349375581,2.1533843332771263
pyabc_baseline,,2.0,0,124,58.74694466590881,2.11074806877502,,,,,,,
pyabc_baseline,,2.0,1,118,49.47111392021179,2.3852303020771526,,,,,,,
pyabc_baseline,,2.0,2,155,59.838297605514526,2.5903143338375263,0.01230360798767055,2.20675332803416,100.0,1.0,100.0,0.01230360798767055,2.20675332803416
pyabc_baseline,,2.0,3,116,40.90865182876587,2.8355859901115563,,,,,,,
pyabc_baseline,,2.0,4,105,52.20064973831177,2.011469215926963,,,,,,,
async,,0.0,0,2832,59.53834557533264,47.565984117189295,0.08185975073055994,2.110839258561671,352.3315516972118,0.12441085865014541,2832.0,0.008991519543076663,0.012694908737991496
async,,0.0,1,2832,59.33448100090027,47.72941386235485,0.24155648979702982,2.121907091058119,350.5259580136027,0.12377329025904049,2832.0,0.0013266105640170958,0.022994018679403823
async,,0.0,2,2832,59.52959632873535,47.57297503515867,0.16711760858889216,2.137957719154669,340.4949529060227,0.1202312686815052,2832.0,0.010433258559245151,0.017921963710915857
async,,0.0,3,2832,59.5376832485199,47.56651326486412,0.05431370446210345,2.044882965670817,333.70612078329447,0.11783408219749099,2832.0,0.005237712863445203,0.019894902500436018
async,,0.0,4,2832,59.54692268371582,47.55913273708872,0.00579713123589564,2.1174087291498793,339.7860274607089,0.11998094189996783,2832.0,0.00697080414663661,0.015264181221254818
async,,0.5,0,2527,59.99022603034973,42.123528568163124,0.07429936369070174,1.77815387781639,422.7535688625371,0.16729464537496522,2527.0,0.017672941182384647,0.02314751316118035
async,,0.5,1,2509,59.97189450263977,41.836263816704374,0.3366270167894116,2.2404757123610324,367.2131102211948,0.14635835401402744,2509.0,0.006121346377369406,0.015238720988225112
async,,0.5,2,2509,59.99677133560181,41.81891698747414,0.17401440131947898,2.1570113538373556,356.0111802932761,0.14189365495945638,2509.0,0.008699655889192887,0.017444550018826537
async,,0.5,3,2547,59.99052143096924,42.45670714715855,0.11393046906660086,2.0350956746778515,335.02923727961934,0.13153876610899856,2547.0,0.007783839223122098,0.03054125991384675
async,,0.5,4,2582,59.99538969993591,43.03664019708431,0.015490182347473597,1.890492373051324,425.01206051299414,0.16460575542718595,2582.0,0.0024149912391356887,0.013393738847033126
