method,division_rate,cell_volume
async,0.3973796907392307,0.587956125360912
async,0.4182831462584547,0.5863056486738698
async,0.3924278492464417,0.5808900185778921
async,0.3319184109435756,0.5274912717814633
async,0.3785210810030271,0.534015171505957
async,0.4386831406486668,0.5308882046918325
async,0.3996326436486724,0.633456313715903
async,0.3674921209137475,0.5874780446262117
async,0.3766537892189888,0.5195947813887637
async,0.361490250848607,0.5846960355817248
async,0.3911534095585041,0.5837849936746831
async,0.4338378480829336,0.6244436010033592
async,0.3757759667327242,0.6067710251490007
async,0.3963792896040011,0.6051035140662273
async,0.3740198840794769,0.5255168241461249
async,0.3389939602098553,0.4949747175251387
async,0.3972132997121685,0.5912421359297068
async,0.360869168542303,0.5367089196885568
async,0.4046692322902563,0.5909147402655107
async,0.4197945996168827,0.5486701592160917
async,0.3787088954239045,0.5329155719350211
async,0.3929041292626627,0.6058646823514181
async,0.4060298172071137,0.5563116338225298
async,0.3827149844687419,0.6427874027813963
async,0.3791910182189622,0.5222847064730667
async,0.3562358350555004,0.573102870031525
async,0.3907895014485891,0.6150643676250996
async,0.4312769841996363,0.5103701962596527
async,0.399687689988503,0.6292482541072504
async,0.3642057639402472,0.5473167669059033
async,0.421200914095226,0.493065972858048
async,0.4151091765765208,0.6005619187242207
async,0.4463217557789315,0.6646961979901642
async,0.3704485805191299,0.4951828173724611
async,0.386086065554346,0.5239317428613255
async,0.3985842737763781,0.6177401289860315
async,0.3899354970387653,0.5293487298447748
async,0.4004561260105213,0.5508422330601721
async,0.4523171586767374,0.6115769604704939
async,0.3910275061849821,0.6226347891883238
async,0.3993255148813927,0.6010545902767253
async,0.3955198250998097,0.5281619561639049
async,0.3920400064088849,0.4421559505308252
async,0.4523171586767374,0.6115769604704939
async,0.3755141140382243,0.4791430702999982
async,0.4307942155936333,0.5394929993845088
async,0.3319184109435756,0.5274912717814633
async,0.3938922536467124,0.655380724848106
async,0.4316952801706013,0.5731808257090103
async,0.3717305229604785,0.4661167205777856
async,0.3958000864260539,0.5978230323305387
async,0.3931224925202715,0.6193108337067207
async,0.4139107989777456,0.6137391649998117
async,0.4179807278756187,0.5715245443873744
async,0.4026068651668164,0.5457447227136095
async,0.3612435231413423,0.5314504151146946
async,0.3389939602098553,0.4949747175251387
async,0.3854451124856881,0.5850177693478419
async,0.3755521753027968,0.6384414715855014
async,0.4260465099128253,0.6473847125830994
async,0.423526401220539,0.5710828762364899
async,0.3896213957044339,0.6105254406852698
async,0.3770955811080954,0.5238503586862899
async,0.3769392794990202,0.6122170038173211
async,0.3743834101605655,0.5812056069235814
async,0.4195479992632343,0.6364872863401451
async,0.4077372653325345,0.6268055571732829
async,0.3518123242968324,0.5534462612051936
async,0.4002223776629345,0.472398162782888
async,0.394760217175655,0.6165070930119606
async,0.3757759667327242,0.6067710251490007
async,0.3725707201220424,0.5516792380094062
async,0.4142226346364827,0.6933992336909599
async,0.3690090585228064,0.4984193853172811
async,0.3813755630284648,0.4754996837416323
async,0.4523159750149931,0.6656171426898181
async,0.399589138033104,0.4923384464111456
async,0.3931337743354233,0.4965274881129326
async,0.4369879648489267,0.5854569547617694
async,0.3839486736248865,0.6121522323418108
async,0.3914203369201372,0.6392863306503872
async,0.4001360426113582,0.558977812438755
async,0.3696021841078329,0.5961796971331084
async,0.4200143625241156,0.5392833554127547
async,0.3880348685311037,0.5533206435180488
async,0.4095302871636897,0.5927369785655943
async,0.3769392794990202,0.6122170038173211
async,0.3735486763309114,0.5968969049579248
async,0.3799643738733565,0.5388000532344414
async,0.4041038874828148,0.5354008637892246
async,0.399589138033104,0.4923384464111456
async,0.3802440383991156,0.5159917563906086
async,0.3743406435635176,0.6220566791622218
async,0.4523159750149931,0.6656171426898181
async,0.3847056912081094,0.6403427945380422
async,0.4488992463133223,0.5186913422249638
async,0.4241711282895833,0.5724211834014816
async,0.4066836291738993,0.5146411364000243
async,0.4131371695521119,0.5908575731477088
async,0.3746366708492172,0.5547759880379511
async,0.370336667792409,0.5702108617952446
async,0.4025540378770793,0.6071897858517635
async,0.39656339309438,0.619388690711812
async,0.3799548730719547,0.6030305918129423
async,0.4147458427111833,0.6018849559551438
async,0.3987158400058813,0.5314231308547309
async,0.4523171586767374,0.6115769604704939
async,0.399687689988503,0.6292482541072504
async,0.4314582375759889,0.5639420333062294
async,0.3957124990007721,0.6310017007166193
async,0.3698201742941808,0.5616525713598292
async,0.3935848584710472,0.4923338589497854
async,0.4354134282322113,0.5452066356866188
async,0.3993255148813927,0.6010545902767253
async,0.4134965039196175,0.6295006918263477
async,0.374447707892716,0.5934422833809818
async,0.4125213210913609,0.5598211621437151
async,0.426474692230738,0.5566700023887637
async,0.3870610479184199,0.5923654032186909
async,0.4021077673177301,0.560277407833759
async,0.4010885208277178,0.5658259519069986
async,0.3939858143888891,0.5697193251218692
async,0.3799694208051573,0.5733723194923986
async,0.3967359847083924,0.4935838000347193
async,0.3791795749493334,0.5290322031199477
async,0.4150572267325818,0.5834158658966716
async,0.3851181606893017,0.5318349291184808
async,0.3885739483962062,0.4996606709273388
async,0.3551940191308275,0.567240191516038
async,0.4021391557450876,0.5497441888918236
async,0.3446204273488298,0.5262718896214166
async,0.3914307575265948,0.5774997844858425
async,0.405001485789887,0.5742033652820546
async,0.3935148305963446,0.5226057800842366
async,0.3718642247167076,0.526891346178085
async,0.4072159486701287,0.5226260861153366
async,0.426474692230738,0.5566700023887637
async,0.3671798644591209,0.5772311406008364
async,0.3844637191745134,0.6609647268532834
async,0.3844637191745134,0.6609647268532834
async,0.421232410055138,0.4855445236534995
async,0.3902754195103721,0.5232025534766724
async,0.3994245014709541,0.5161305706695534
async,0.3590344298973638,0.4420322347506311
async,0.4047010881669255,0.5413394104942769
async,0.4055038738912069,0.5139232512842131
async,0.3957124990007721,0.6310017007166193
async,0.3996387158542582,0.5460106650945113
async,0.4027053724373974,0.6173313542131752
async,0.3686044111597041,0.5769547788432265
async,0.3827149844687419,0.6427874027813963
async,0.3900143622892995,0.5679131049114631
async,0.365931593498298,0.5755474848603133
async,0.4256425016138777,0.5342787841810134
async,0.4338378480829336,0.6244436010033592
async,0.3823635053250934,0.4883354450999732
async,0.38989435903954,0.5333027095068829
async,0.3985126718248663,0.5399233978869467
async,0.4271384856609915,0.6642912773072239
async,0.421200914095226,0.493065972858048
async,0.3740198840794769,0.5255168241461249
async,0.4328802818095018,0.6311348732268625
async,0.3647883200395606,0.558959518935064
async,0.4156499128668218,0.5617564440485349
async,0.3871951077201055,0.6710178200658349
async,0.3874939710942013,0.5795214781750634
async,0.3489105376707108,0.4817057560934693
async,0.3979543613286305,0.5460022468898817
async,0.3500648008712109,0.5506200881558106
async,0.4147910841978785,0.5282347095033539
async,0.4164336673946864,0.6515654837893562
async,0.4249152164192432,0.562395561161497
async,0.404916846734171,0.5864437246041779
async,0.4134277817137425,0.5641625877846415
async,0.4187485791039687,0.6018614470236294
async,0.3673620678884009,0.6101722056142765
async,0.3446204273488298,0.5262718896214166
async,0.3551940191308275,0.567240191516038
async,0.3971267513513153,0.48172764139938
async,0.4256425016138777,0.5342787841810134
async,0.4142226346364827,0.6933992336909599
async,0.3588145206584807,0.464792206807459
async,0.4307942155936333,0.5394929993845088
async,0.403600056997022,0.5378816756269251
async,0.3870610479184199,0.5923654032186909
async,0.4321489093708697,0.5284422745402895
async,0.3796023148987922,0.5464249585529333
async,0.3823635053250934,0.4883354450999732
async,0.4137451079990216,0.5619199439767788
async,0.3788530906038903,0.5617667184742071
async,0.4041038874828148,0.5354008637892246
async,0.3625909993202114,0.5830939909338779
async,0.4027053724373974,0.6173313542131752
async,0.3445576996339613,0.563726579028238
async,0.3791801091936181,0.5592796682143768
async,0.4230815370314596,0.647210529021485
async,0.3949589110404249,0.6104013415789256
async,0.4147910841978785,0.5282347095033539
async,0.3791801091936181,0.5592796682143768
async,0.3952764102448062,0.5388530753898919
async,0.4254251347874916,0.6400551058619508
async,0.4185409849153841,0.555659515025953
async,0.3896827313887389,0.5221929828610383
async,0.4225108416300687,0.5948996549140634
async,0.3783804248588098,0.618584078598655
async,0.371254129809743,0.5402339441506625
async,0.3930779963429436,0.600256947819179
async,0.3923054922870208,0.6003147246810666
async,0.3915434646766176,0.5743900146037089
async,0.40971901357324,0.6647376323937279
async,0.360869168542303,0.5367089196885568
async,0.3389939602098553,0.4949747175251387
async,0.3979100139791157,0.6191742113794935
async,0.3446204273488298,0.5262718896214166
async,0.3837745197361589,0.5834550644263756
async,0.3588145206584807,0.464792206807459
async,0.3892614783182023,0.6362288166544394
async,0.3941854671941471,0.535165527599374
async,0.3881032664257092,0.4982310783650766
async,0.3500648008712109,0.5506200881558106
async,0.3909195282210594,0.5581739201469826
async,0.4334633837772346,0.6912870834585756
async,0.361490250848607,0.5846960355817248
async,0.3964109746561706,0.5528842672281489
async,0.39041554975158,0.5960397145972766
async,0.3771969997105882,0.6001435139446916
async,0.3746366708492172,0.5547759880379511
async,0.4179807278756187,0.5715245443873744
async,0.3590344298973638,0.4420322347506311
async,0.3764172351055881,0.6310005746515348
async,0.3969627384998385,0.6761295232477272
async,0.4153510561378112,0.5083596032493063
async,0.371379254182134,0.5934753636341777
async,0.401858601131621,0.4714410348382518
async,0.4039773720311188,0.6660171350818161
async,0.3646912193111639,0.4733265806454264
async,0.3712543533654863,0.4503363695119377
async,0.3880348685311037,0.5533206435180488
async,0.4077372653325345,0.6268055571732829
async,0.3518123242968324,0.5534462612051936
async,0.3979543613286305,0.5460022468898817
async,0.4134965039196175,0.6295006918263477
async,0.3439646217359914,0.4952734924745584
async,0.391254684263236,0.592760050823928
async,0.4129460007153235,0.5166762147969662
async,0.4039773720311188,0.6660171350818161
async,0.3980816087469712,0.5825700892376596
async,0.350105916427146,0.5883636849062872
async,0.3874799258697683,0.5798716573750415
async,0.365931593498298,0.5755474848603133
async,0.3938922536467124,0.655380724848106
async,0.3398280942276446,0.5426883899263674
async,0.3551940191308275,0.567240191516038
async,0.3718642247167076,0.526891346178085
async,0.3799548730719547,0.6030305918129423
async,0.408424567945491,0.5652627075371977
async,0.4146366055209558,0.5351226784543708
async,0.4049721016889373,0.5066671331405644
async,0.4674436330946165,0.6758075513261722
async,0.4082098751895332,0.6240293757905372
async,0.4261127246448116,0.5351400364703705
async,0.3954178396640834,0.6105521956689502
async,0.4523171586767374,0.6115769604704939
async,0.4208313747757213,0.5653144980465252
async,0.4674436330946165,0.6758075513261722
async,0.423380784386251,0.6313981532524492
async,0.3813050009448681,0.5953948225989822
async,0.4067458545876378,0.549707847325458
async,0.414289128245102,0.651895871947533
async,0.3854208115158095,0.5982973543570912
async,0.3919835910501663,0.5909965421629249
async,0.3967739890775928,0.4987762361038743
async,0.3740540363517147,0.5156009677626545
async,0.366431632564472,0.5606955918100899
async,0.3967359847083924,0.4935838000347193
async,0.4126707905090019,0.5758148146521823
async,0.3900143622892995,0.5679131049114631
async,0.3947706058316374,0.5953149191636928
async,0.3941854671941471,0.535165527599374
async,0.3787088954239045,0.5329155719350211
async,0.3922660490647485,0.5625398347312144
async,0.3791910182189622,0.5222847064730667
async,0.4155147203472552,0.4756534075916921
async,0.4134277817137425,0.5641625877846415
async,0.3788994987937989,0.5970548303116026
sync,0.3822465483333571,0.4839009935885889
sync,0.4246552958730848,0.6633250035856416
sync,0.3747187073420161,0.4126149432074864
sync,0.3873647784411089,0.4163265921258174
sync,0.3782672123317685,0.4841135174352102
sync,0.4001789489246319,0.7444054706615026
sync,0.4070222976543693,0.5206564029306324
sync,0.3758806271304768,0.4834805533244913
sync,0.3581873506739177,0.5542461385121421
sync,0.4068939999219568,0.4221161161998316
sync,0.3581873506739177,0.5542461385121421
sync,0.4070222976543693,0.5206564029306324
sync,0.3474075603267803,0.6000162339323983
sync,0.4032557605636625,0.6358780274299094
sync,0.3377118707658612,0.5270380115478892
