#CellID CenterX CenterY CenterZ Volume Surface Type Signal0 Signal1 Signal2 Age PolarityX PolarityY PolarityZ MotilityDirX MotilityDirY MotilityDirZ
33 20 39 26 483.000000 478.855910 9 0.0000e+00 0.0000e+00 0.0000e+00 139 0.000000 1.000000 0.000000 -5.795995 40.756496 6.961659
16 18 22 11 486.000000 480.518668 9 0.0000e+00 0.0000e+00 0.0000e+00 154 0.000000 1.000000 0.000000 2.163604 -2.302320 -35.189921
42 33 27 33 458.000000 466.818751 9 0.0000e+00 0.0000e+00 0.0000e+00 61 0.000000 1.000000 0.000000 4.273234 -3.736643 45.213384
48 31 22 25 323.000000 445.487579 9 0.0000e+00 0.0000e+00 0.0000e+00 19 0.000000 1.000000 0.000000 5.660405 48.512075 -10.702263
24 34 19 16 376.000000 413.194856 9 0.0000e+00 0.0000e+00 0.0000e+00 12 0.000000 1.000000 0.000000 27.289952 22.592774 6.318938
25 25 35 31 476.000000 498.761598 9 0.0000e+00 0.0000e+00 0.0000e+00 190 0.000000 1.000000 0.000000 -1.769560 37.759761 -12.183329
54 35 25 34 192.000000 331.997930 9 0.0000e+00 0.0000e+00 0.0000e+00 4 0.000000 1.000000 0.000000 0.000000 0.000000 0.000000
27 26 32 35 474.000000 463.944248 9 0.0000e+00 0.0000e+00 0.0000e+00 167 0.000000 1.000000 0.000000 -30.413346 22.752712 17.677157
20 25 21 29 465.000000 515.545189 9 0.0000e+00 0.0000e+00 0.0000e+00 79 0.000000 1.000000 0.000000 0.310008 -45.016257 -1.945302
17 17 26 35 481.000000 482.529938 9 0.0000e+00 0.0000e+00 0.0000e+00 75 0.000000 1.000000 0.000000 -46.313018 -6.947255 17.516848
34 13 16 28 450.000000 501.845272 9 0.0000e+00 0.0000e+00 0.0000e+00 45 0.000000 1.000000 0.000000 -39.980428 -29.645604 4.764819
29 12 30 30 479.000000 469.048057 9 0.0000e+00 0.0000e+00 0.0000e+00 80 0.000000 1.000000 0.000000 -32.425350 6.007282 25.145644
49 29 19 35 460.000000 484.166948 9 0.0000e+00 0.0000e+00 0.0000e+00 16 0.000000 1.000000 0.000000 12.709402 26.694181 40.322349
41 26 14 21 470.000000 475.119853 9 0.0000e+00 0.0000e+00 0.0000e+00 62 0.000000 1.000000 0.000000 13.013417 0.130639 48.276639
38 17 23 32 482.000000 486.155387 9 0.0000e+00 0.0000e+00 0.0000e+00 75 0.000000 1.000000 0.000000 -12.542445 44.367717 -19.344063
32 31 34 25 468.000000 490.895283 9 0.0000e+00 0.0000e+00 0.0000e+00 153 0.000000 1.000000 0.000000 -8.327634 1.923635 -49.264086
