trial,method,benchmark,param,true_value,rank,n_samples
183,abc_smc_baseline,gaussian_mean,mu,-0.9038516833602036,35,100
184,abc_smc_baseline,gaussian_mean,mu,2.3439815587471937,75,100
185,abc_smc_baseline,gaussian_mean,mu,4.847866306227873,69,100
186,abc_smc_baseline,gaussian_mean,mu,0.5198810136753815,5,100
187,abc_smc_baseline,gaussian_mean,mu,3.745898919296316,60,100
188,abc_smc_baseline,gaussian_mean,mu,2.187054759547236,60,100
189,abc_smc_baseline,gaussian_mean,mu,3.0353575315748103,28,100
190,abc_smc_baseline,gaussian_mean,mu,-1.947581155107334,15,100
191,abc_smc_baseline,gaussian_mean,mu,-0.5957915960954976,85,100
192,abc_smc_baseline,gaussian_mean,mu,-4.6395011841324525,1,100
193,abc_smc_baseline,gaussian_mean,mu,-4.133386127706182,77,100
194,abc_smc_baseline,gaussian_mean,mu,0.2637863771848998,99,100
195,abc_smc_baseline,gaussian_mean,mu,1.4668796714001662,59,100
196,abc_smc_baseline,gaussian_mean,mu,4.543027973919514,29,100
197,abc_smc_baseline,gaussian_mean,mu,-2.804686425424272,88,100
198,abc_smc_baseline,gaussian_mean,mu,-3.563452091378798,0,100
199,abc_smc_baseline,gaussian_mean,mu,2.236280623113088,95,100
200,async_propulate_abc,gaussian_mean,mu,2.4966286751159767,2,100
201,async_propulate_abc,gaussian_mean,mu,0.8007469753410188,40,100
202,async_propulate_abc,gaussian_mean,mu,-0.5723297159523408,94,100
203,async_propulate_abc,gaussian_mean,mu,-0.5145966971529123,57,100
204,async_propulate_abc,gaussian_mean,mu,4.831121878796985,100,100
205,async_propulate_abc,gaussian_mean,mu,-2.3396247116076663,67,100
206,async_propulate_abc,gaussian_mean,mu,2.187904625753614,77,100
207,async_propulate_abc,gaussian_mean,mu,3.565432825989572,20,100
208,async_propulate_abc,gaussian_mean,mu,2.5350249595354155,3,100
209,async_propulate_abc,gaussian_mean,mu,-0.4501523723465306,36,100
210,async_propulate_abc,gaussian_mean,mu,-1.2929558725635415,37,100
211,async_propulate_abc,gaussian_mean,mu,-0.6053086397651999,17,100
212,async_propulate_abc,gaussian_mean,mu,-4.932111160436699,42,100
213,async_propulate_abc,gaussian_mean,mu,3.83393659824436,80,100
214,async_propulate_abc,gaussian_mean,mu,-1.807365395041556,18,100
215,async_propulate_abc,gaussian_mean,mu,3.891744169005193,50,100
216,async_propulate_abc,gaussian_mean,mu,2.841271773265275,34,100
217,async_propulate_abc,gaussian_mean,mu,-2.6050316524255868,42,100
218,async_propulate_abc,gaussian_mean,mu,-3.8417747991962727,69,100
219,async_propulate_abc,gaussian_mean,mu,3.0231146511164546,23,100
200,abc_smc_baseline,gaussian_mean,mu,2.4966286751159767,0,100
201,abc_smc_baseline,gaussian_mean,mu,0.8007469753410188,49,100
202,abc_smc_baseline,gaussian_mean,mu,-0.5723297159523408,100,100
203,abc_smc_baseline,gaussian_mean,mu,-0.5145966971529123,40,100
204,abc_smc_baseline,gaussian_mean,mu,4.831121878796985,99,100
205,abc_smc_baseline,gaussian_mean,mu,-2.3396247116076663,71,100
206,abc_smc_baseline,gaussian_mean,mu,2.187904625753614,73,100
207,abc_smc_baseline,gaussian_mean,mu,3.565432825989572,8,100
208,abc_smc_baseline,gaussian_mean,mu,2.5350249595354155,3,100
209,abc_smc_baseline,gaussian_mean,mu,-0.4501523723465306,44,100
210,abc_smc_baseline,gaussian_mean,mu,-1.2929558725635415,51,100
211,abc_smc_baseline,gaussian_mean,mu,-0.6053086397651999,9,100
212,abc_smc_baseline,gaussian_mean,mu,-4.932111160436699,51,100
213,abc_smc_baseline,gaussian_mean,mu,3.83393659824436,82,100
214,abc_smc_baseline,gaussian_mean,mu,-1.807365395041556,22,100
215,abc_smc_baseline,gaussian_mean,mu,3.891744169005193,28,100
216,abc_smc_baseline,gaussian_mean,mu,2.841271773265275,30,100
217,abc_smc_baseline,gaussian_mean,mu,-2.6050316524255868,40,100
218,abc_smc_baseline,gaussian_mean,mu,-3.8417747991962727,76,100
219,abc_smc_baseline,gaussian_mean,mu,3.0231146511164546,38,100
220,async_propulate_abc,gaussian_mean,mu,-3.482053138569845,78,100
221,async_propulate_abc,gaussian_mean,mu,4.509785855306429,21,100
222,async_propulate_abc,gaussian_mean,mu,-4.218684098264143,76,100
223,async_propulate_abc,gaussian_mean,mu,2.9756145111201544,35,100
224,async_propulate_abc,gaussian_mean,mu,3.389102445710368,29,100
225,async_propulate_abc,gaussian_mean,mu,-1.7760344731857436,82,100
226,async_propulate_abc,gaussian_mean,mu,-0.489065553681046,80,100
227,async_propulate_abc,gaussian_mean,mu,1.8671313364248752,38,100
228,async_propulate_abc,gaussian_mean,mu,0.5692154016287976,72,100
229,async_propulate_abc,gaussian_mean,mu,-3.3499651211354067,80,100
230,async_propulate_abc,gaussian_mean,mu,-3.9650472764080646,39,100
231,async_propulate_abc,gaussian_mean,mu,1.005882336952447,100,100
232,async_propulate_abc,gaussian_mean,mu,-2.9995436979196564,92,100
233,async_propulate_abc,gaussian_mean,mu,0.583077346191506,12,100
234,async_propulate_abc,gaussian_mean,mu,3.8419410875603415,68,100
235,async_propulate_abc,gaussian_mean,mu,3.1941644296866745,71,100
236,async_propulate_abc,gaussian_mean,mu,3.1016686593128444,96,100
237,async_propulate_abc,gaussian_mean,mu,-2.513284723405045,0,100
238,async_propulate_abc,gaussian_mean,mu,2.7251502587953533,41,100
239,async_propulate_abc,gaussian_mean,mu,-0.4372080079837106,27,100
220,abc_smc_baseline,gaussian_mean,mu,-3.482053138569845,85,100
221,abc_smc_baseline,gaussian_mean,mu,4.509785855306429,9,100
222,abc_smc_baseline,gaussian_mean,mu,-4.218684098264143,78,100
223,abc_smc_baseline,gaussian_mean,mu,2.9756145111201544,35,100
224,abc_smc_baseline,gaussian_mean,mu,3.389102445710368,25,100
225,abc_smc_baseline,gaussian_mean,mu,-1.7760344731857436,92,100
226,abc_smc_baseline,gaussian_mean,mu,-0.489065553681046,92,100
227,abc_smc_baseline,gaussian_mean,mu,1.8671313364248752,21,100
228,abc_smc_baseline,gaussian_mean,mu,0.5692154016287976,84,100
229,abc_smc_baseline,gaussian_mean,mu,-3.3499651211354067,87,100
230,abc_smc_baseline,gaussian_mean,mu,-3.9650472764080646,29,100
231,abc_smc_baseline,gaussian_mean,mu,1.005882336952447,100,100
232,abc_smc_baseline,gaussian_mean,mu,-2.9995436979196564,81,100
233,abc_smc_baseline,gaussian_mean,mu,0.583077346191506,11,100
234,abc_smc_baseline,gaussian_mean,mu,3.8419410875603415,83,100
235,abc_smc_baseline,gaussian_mean,mu,3.1941644296866745,84,100
236,abc_smc_baseline,gaussian_mean,mu,3.1016686593128444,99,100
237,abc_smc_baseline,gaussian_mean,mu,-2.513284723405045,0,100
238,abc_smc_baseline,gaussian_mean,mu,2.7251502587953533,60,100
239,abc_smc_baseline,gaussian_mean,mu,-0.4372080079837106,37,100
240,async_propulate_abc,gaussian_mean,mu,3.328450389226552,77,100
241,async_propulate_abc,gaussian_mean,mu,-1.1728417721455775,31,100
242,async_propulate_abc,gaussian_mean,mu,-4.368492756752084,35,100
243,async_propulate_abc,gaussian_mean,mu,-3.7945678515532633,72,100
244,async_propulate_abc,gaussian_mean,mu,-3.904781221784659,84,100
245,async_propulate_abc,gaussian_mean,mu,4.663985497030144,44,100
246,async_propulate_abc,gaussian_mean,mu,-0.7098002024872594,71,100
247,async_propulate_abc,gaussian_mean,mu,-3.425942032719612,36,100
248,async_propulate_abc,gaussian_mean,mu,4.38542156416028,55,100
249,async_propulate_abc,gaussian_mean,mu,-4.2980633876803855,24,100
250,async_propulate_abc,gaussian_mean,mu,-4.365676297218154,45,100
251,async_propulate_abc,gaussian_mean,mu,1.5641575386774154,89,100
252,async_propulate_abc,gaussian_mean,mu,-4.944502245020543,50,100
253,async_propulate_abc,gaussian_mean,mu,-3.78425622338612,37,100
254,async_propulate_abc,gaussian_mean,mu,-4.086658325235844,84,100
255,async_propulate_abc,gaussian_mean,mu,-4.904485383769016,26,100
256,async_propulate_abc,gaussian_mean,mu,-0.3657778801946554,4,100
257,async_propulate_abc,gaussian_mean,mu,0.2535784926218927,91,100
258,async_propulate_abc,gaussian_mean,mu,0.2352028337624103,68,100
259,async_propulate_abc,gaussian_mean,mu,0.2249206704531978,71,100
240,abc_smc_baseline,gaussian_mean,mu,3.328450389226552,95,100
241,abc_smc_baseline,gaussian_mean,mu,-1.1728417721455775,15,100
242,abc_smc_baseline,gaussian_mean,mu,-4.368492756752084,21,100
243,abc_smc_baseline,gaussian_mean,mu,-3.7945678515532633,72,100
244,abc_smc_baseline,gaussian_mean,mu,-3.904781221784659,99,100
245,abc_smc_baseline,gaussian_mean,mu,4.663985497030144,57,100
246,abc_smc_baseline,gaussian_mean,mu,-0.7098002024872594,67,100
247,abc_smc_baseline,gaussian_mean,mu,-3.425942032719612,43,100
248,abc_smc_baseline,gaussian_mean,mu,4.38542156416028,53,100
249,abc_smc_baseline,gaussian_mean,mu,-4.2980633876803855,9,100
250,abc_smc_baseline,gaussian_mean,mu,-4.365676297218154,33,100
251,abc_smc_baseline,gaussian_mean,mu,1.5641575386774154,94,100
252,abc_smc_baseline,gaussian_mean,mu,-4.944502245020543,51,100
253,abc_smc_baseline,gaussian_mean,mu,-3.78425622338612,49,100
254,abc_smc_baseline,gaussian_mean,mu,-4.086658325235844,79,100
255,abc_smc_baseline,gaussian_mean,mu,-4.904485383769016,16,100
256,abc_smc_baseline,gaussian_mean,mu,-0.3657778801946554,11,100
257,abc_smc_baseline,gaussian_mean,mu,0.2535784926218927,95,100
258,abc_smc_baseline,gaussian_mean,mu,0.2352028337624103,69,100
259,abc_smc_baseline,gaussian_mean,mu,0.2249206704531978,76,100
260,async_propulate_abc,gaussian_mean,mu,0.5146880916770646,89,100
261,async_propulate_abc,gaussian_mean,mu,2.273064733478577,95,100
262,async_propulate_abc,gaussian_mean,mu,-4.697124677366098,85,100
263,async_propulate_abc,gaussian_mean,mu,-3.66396845432159,59,100
264,async_propulate_abc,gaussian_mean,mu,0.0899588471347758,0,100
265,async_propulate_abc,gaussian_mean,mu,-1.2719686989067005,52,100
266,async_propulate_abc,gaussian_mean,mu,-4.253277370067829,25,100
267,async_propulate_abc,gaussian_mean,mu,3.9460604710104334,81,100
268,async_propulate_abc,gaussian_mean,mu,1.7558959099687543,19,100
269,async_propulate_abc,gaussian_mean,mu,0.5289812808192327,39,100
270,async_propulate_abc,gaussian_mean,mu,4.375932654394955,8,100
271,async_propulate_abc,gaussian_mean,mu,-3.095392572071428,52,100
272,async_propulate_abc,gaussian_mean,mu,-0.7719004873983355,34,100
273,async_propulate_abc,gaussian_mean,mu,4.722978176381202,19,100
274,async_propulate_abc,gaussian_mean,mu,-0.2138203584378581,70,100
275,async_propulate_abc,gaussian_mean,mu,-4.304761620592046,97,100
276,async_propulate_abc,gaussian_mean,mu,-0.3044350739707173,70,100
277,async_propulate_abc,gaussian_mean,mu,-3.58333525466223,41,100
278,async_propulate_abc,gaussian_mean,mu,2.074198691530542,19,100
279,async_propulate_abc,gaussian_mean,mu,-2.466332364169811,66,100
260,abc_smc_baseline,gaussian_mean,mu,0.5146880916770646,95,100
261,abc_smc_baseline,gaussian_mean,mu,2.273064733478577,100,100
262,abc_smc_baseline,gaussian_mean,mu,-4.697124677366098,94,100
263,abc_smc_baseline,gaussian_mean,mu,-3.66396845432159,61,100
264,abc_smc_baseline,gaussian_mean,mu,0.0899588471347758,1,100
265,abc_smc_baseline,gaussian_mean,mu,-1.2719686989067005,68,100
266,abc_smc_baseline,gaussian_mean,mu,-4.253277370067829,9,100
267,abc_smc_baseline,gaussian_mean,mu,3.9460604710104334,77,100
268,abc_smc_baseline,gaussian_mean,mu,1.7558959099687543,9,100
269,abc_smc_baseline,gaussian_mean,mu,0.5289812808192327,32,100
270,abc_smc_baseline,gaussian_mean,mu,4.375932654394955,0,100
271,abc_smc_baseline,gaussian_mean,mu,-3.095392572071428,64,100
272,abc_smc_baseline,gaussian_mean,mu,-0.7719004873983355,33,100
273,abc_smc_baseline,gaussian_mean,mu,4.722978176381202,5,100
274,abc_smc_baseline,gaussian_mean,mu,-0.2138203584378581,89,100
275,abc_smc_baseline,gaussian_mean,mu,-4.304761620592046,100,100
276,abc_smc_baseline,gaussian_mean,mu,-0.3044350739707173,69,100
277,abc_smc_baseline,gaussian_mean,mu,-3.58333525466223,40,100
278,abc_smc_baseline,gaussian_mean,mu,2.074198691530542,8,100
279,abc_smc_baseline,gaussian_mean,mu,-2.466332364169811,47,100
280,async_propulate_abc,gaussian_mean,mu,1.2638901124883164,32,100
281,async_propulate_abc,gaussian_mean,mu,-1.0577394120258687,34,100
282,async_propulate_abc,gaussian_mean,mu,0.1082158446694805,46,100
283,async_propulate_abc,gaussian_mean,mu,-2.061764865759621,65,100
284,async_propulate_abc,gaussian_mean,mu,2.6686237898622664,65,100
285,async_propulate_abc,gaussian_mean,mu,-0.0549410593302308,17,100
286,async_propulate_abc,gaussian_mean,mu,3.5493136232286755,77,100
287,async_propulate_abc,gaussian_mean,mu,-1.1849471922590906,14,100
288,async_propulate_abc,gaussian_mean,mu,-3.790315788294727,22,100
289,async_propulate_abc,gaussian_mean,mu,-1.4416644752016952,20,100
290,async_propulate_abc,gaussian_mean,mu,0.3823579747256183,44,100
291,async_propulate_abc,gaussian_mean,mu,2.3474026099990164,71,100
292,async_propulate_abc,gaussian_mean,mu,-2.0581914284058955,61,100
293,async_propulate_abc,gaussian_mean,mu,2.813672169364648,61,100
294,async_propulate_abc,gaussian_mean,mu,4.147327646479015,65,100
295,async_propulate_abc,gaussian_mean,mu,3.364352784008304,43,100
296,async_propulate_abc,gaussian_mean,mu,4.250007958682836,76,100
297,async_propulate_abc,gaussian_mean,mu,-1.9167209715752824,31,100
298,async_propulate_abc,gaussian_mean,mu,-2.019334384355246,50,100
299,async_propulate_abc,gaussian_mean,mu,0.5784916102427573,50,100
280,abc_smc_baseline,gaussian_mean,mu,1.2638901124883164,30,100
281,abc_smc_baseline,gaussian_mean,mu,-1.0577394120258687,20,100
282,abc_smc_baseline,gaussian_mean,mu,0.1082158446694805,54,100
283,abc_smc_baseline,gaussian_mean,mu,-2.061764865759621,73,100
284,abc_smc_baseline,gaussian_mean,mu,2.6686237898622664,83,100
285,abc_smc_baseline,gaussian_mean,mu,-0.0549410593302308,9,100
286,abc_smc_baseline,gaussian_mean,mu,3.5493136232286755,81,100
287,abc_smc_baseline,gaussian_mean,mu,-1.1849471922590906,3,100
288,abc_smc_baseline,gaussian_mean,mu,-3.790315788294727,11,100
289,abc_smc_baseline,gaussian_mean,mu,-1.4416644752016952,11,100
290,abc_smc_baseline,gaussian_mean,mu,0.3823579747256183,52,100
291,abc_smc_baseline,gaussian_mean,mu,2.3474026099990164,76,100
292,abc_smc_baseline,gaussian_mean,mu,-2.0581914284058955,77,100
293,abc_smc_baseline,gaussian_mean,mu,2.813672169364648,64,100
294,abc_smc_baseline,gaussian_mean,mu,4.147327646479015,75,100
295,abc_smc_baseline,gaussian_mean,mu,3.364352784008304,55,100
296,abc_smc_baseline,gaussian_mean,mu,4.250007958682836,63,100
297,abc_smc_baseline,gaussian_mean,mu,-1.9167209715752824,24,100
298,abc_smc_baseline,gaussian_mean,mu,-2.019334384355246,66,100
299,abc_smc_baseline,gaussian_mean,mu,0.5784916102427573,70,100
300,async_propulate_abc,gaussian_mean,mu,2.466512661048876,71,100
301,async_propulate_abc,gaussian_mean,mu,0.0351384320109282,40,100
302,async_propulate_abc,gaussian_mean,mu,4.5344919144945095,16,100
303,async_propulate_abc,gaussian_mean,mu,2.995816000860291,70,100
304,async_propulate_abc,gaussian_mean,mu,-1.2261642294829145,53,100
305,async_propulate_abc,gaussian_mean,mu,1.998638725164791,61,100
306,async_propulate_abc,gaussian_mean,mu,1.5644112674122503,70,100
307,async_propulate_abc,gaussian_mean,mu,-0.3156411659324245,14,100
308,async_propulate_abc,gaussian_mean,mu,-4.407521301241219,91,100
309,async_propulate_abc,gaussian_mean,mu,1.6523456122206346,50,100
310,async_propulate_abc,gaussian_mean,mu,3.1747834638685912,90,100
311,async_propulate_abc,gaussian_mean,mu,-0.8848383198141354,31,100
312,async_propulate_abc,gaussian_mean,mu,-2.8260566179950954,6,100
313,async_propulate_abc,gaussian_mean,mu,3.950192672907644,42,100
314,async_propulate_abc,gaussian_mean,mu,1.293869130123186,58,100
315,async_propulate_abc,gaussian_mean,mu,4.244785482114668,56,100
316,async_propulate_abc,gaussian_mean,mu,-0.320271937989415,54,100
317,async_propulate_abc,gaussian_mean,mu,4.406264863291744,30,100
318,async_propulate_abc,gaussian_mean,mu,-0.5331314148931776,58,100
319,async_propulate_abc,gaussian_mean,mu,-4.350889425936924,42,100
300,abc_smc_baseline,gaussian_mean,mu,2.466512661048876,72,100
301,abc_smc_baseline,gaussian_mean,mu,0.0351384320109282,52,100
302,abc_smc_baseline,gaussian_mean,mu,4.5344919144945095,8,100
303,abc_smc_baseline,gaussian_mean,mu,2.995816000860291,77,100
304,abc_smc_baseline,gaussian_mean,mu,-1.2261642294829145,18,100
305,abc_smc_baseline,gaussian_mean,mu,1.998638725164791,70,100
306,abc_smc_baseline,gaussian_mean,mu,1.5644112674122503,76,100
307,abc_smc_baseline,gaussian_mean,mu,-0.3156411659324245,6,100
308,abc_smc_baseline,gaussian_mean,mu,-4.407521301241219,82,100
309,abc_smc_baseline,gaussian_mean,mu,1.6523456122206346,64,100
310,abc_smc_baseline,gaussian_mean,mu,3.1747834638685912,92,100
311,abc_smc_baseline,gaussian_mean,mu,-0.8848383198141354,33,100
312,abc_smc_baseline,gaussian_mean,mu,-2.8260566179950954,3,100
313,abc_smc_baseline,gaussian_mean,mu,3.950192672907644,54,100
314,abc_smc_baseline,gaussian_mean,mu,1.293869130123186,52,100
315,abc_smc_baseline,gaussian_mean,mu,4.244785482114668,50,100
316,abc_smc_baseline,gaussian_mean,mu,-0.320271937989415,57,100
317,abc_smc_baseline,gaussian_mean,mu,4.406264863291744,8,100
318,abc_smc_baseline,gaussian_mean,mu,-0.5331314148931776,46,100
319,abc_smc_baseline,gaussian_mean,mu,-4.350889425936924,29,100
320,async_propulate_abc,gaussian_mean,mu,0.0585129049245471,100,100
321,async_propulate_abc,gaussian_mean,mu,-0.0467496789411256,4,100
322,async_propulate_abc,gaussian_mean,mu,4.187806358881513,77,100
323,async_propulate_abc,gaussian_mean,mu,-0.4781054537355587,0,100
324,async_propulate_abc,gaussian_mean,mu,-1.639516242357828,95,100
325,async_propulate_abc,gaussian_mean,mu,-4.481587103438644,72,100
326,async_propulate_abc,gaussian_mean,mu,2.4800967840473493,100,100
327,async_propulate_abc,gaussian_mean,mu,-2.818637915993516,18,100
328,async_propulate_abc,gaussian_mean,mu,-0.7708935897591038,0,100
329,async_propulate_abc,gaussian_mean,mu,-3.294686612251978,38,100
330,async_propulate_abc,gaussian_mean,mu,2.774520194954797,22,100
331,async_propulate_abc,gaussian_mean,mu,-0.4230856796480591,60,100
332,async_propulate_abc,gaussian_mean,mu,-1.325879596390782,42,100
333,async_propulate_abc,gaussian_mean,mu,-2.4473610740870844,30,100
334,async_propulate_abc,gaussian_mean,mu,0.8475950264029439,42,100
335,async_propulate_abc,gaussian_mean,mu,-3.974906174766605,13,100
336,async_propulate_abc,gaussian_mean,mu,-3.725541745533368,22,100
337,async_propulate_abc,gaussian_mean,mu,-1.300416578949246,0,100
338,async_propulate_abc,gaussian_mean,mu,4.202079090925345,5,100
339,async_propulate_abc,gaussian_mean,mu,3.2610857389394,36,100
320,abc_smc_baseline,gaussian_mean,mu,0.0585129049245471,99,100
321,abc_smc_baseline,gaussian_mean,mu,-0.0467496789411256,1,100
322,abc_smc_baseline,gaussian_mean,mu,4.187806358881513,98,100
323,abc_smc_baseline,gaussian_mean,mu,-0.4781054537355587,0,100
324,abc_smc_baseline,gaussian_mean,mu,-1.639516242357828,100,100
325,abc_smc_baseline,gaussian_mean,mu,-4.481587103438644,59,100
326,abc_smc_baseline,gaussian_mean,mu,2.4800967840473493,100,100
327,abc_smc_baseline,gaussian_mean,mu,-2.818637915993516,2,100
328,abc_smc_baseline,gaussian_mean,mu,-0.7708935897591038,3,100
329,abc_smc_baseline,gaussian_mean,mu,-3.294686612251978,68,100
330,abc_smc_baseline,gaussian_mean,mu,2.774520194954797,13,100
331,abc_smc_baseline,gaussian_mean,mu,-0.4230856796480591,68,100
332,abc_smc_baseline,gaussian_mean,mu,-1.325879596390782,27,100
333,abc_smc_baseline,gaussian_mean,mu,-2.4473610740870844,13,100
334,abc_smc_baseline,gaussian_mean,mu,0.8475950264029439,35,100
335,abc_smc_baseline,gaussian_mean,mu,-3.974906174766605,21,100
336,abc_smc_baseline,gaussian_mean,mu,-3.725541745533368,22,100
337,abc_smc_baseline,gaussian_mean,mu,-1.300416578949246,0,100
338,abc_smc_baseline,gaussian_mean,mu,4.202079090925345,3,100
339,abc_smc_baseline,gaussian_mean,mu,3.2610857389394,10,100
340,async_propulate_abc,gaussian_mean,mu,4.363291067462422,7,100
341,async_propulate_abc,gaussian_mean,mu,-1.4211634665762962,59,100
342,async_propulate_abc,gaussian_mean,mu,-1.4248682972751436,72,100
343,async_propulate_abc,gaussian_mean,mu,4.399603367117498,52,100
344,async_propulate_abc,gaussian_mean,mu,-2.4723024243307967,54,100
345,async_propulate_abc,gaussian_mean,mu,-0.1744770891098968,33,100
346,async_propulate_abc,gaussian_mean,mu,-2.0896273303749915,35,100
347,async_propulate_abc,gaussian_mean,mu,-3.741700901692422,24,100
348,async_propulate_abc,gaussian_mean,mu,4.004016365154332,28,100
349,async_propulate_abc,gaussian_mean,mu,-4.439202556339335,6,100
350,async_propulate_abc,gaussian_mean,mu,-3.80359954203054,60,100
351,async_propulate_abc,gaussian_mean,mu,-4.093803055329296,64,100
352,async_propulate_abc,gaussian_mean,mu,-3.9263539916426895,37,100
353,async_propulate_abc,gaussian_mean,mu,1.2989047593370495,28,100
354,async_propulate_abc,gaussian_mean,mu,-2.4139696028546584,79,100
355,async_propulate_abc,gaussian_mean,mu,-3.2556684313534845,61,100
356,async_propulate_abc,gaussian_mean,mu,4.0369288590942105,80,100
357,async_propulate_abc,gaussian_mean,mu,-0.4678607963287895,79,100
358,async_propulate_abc,gaussian_mean,mu,0.2718519682666187,84,100
359,async_propulate_abc,gaussian_mean,mu,-3.747738264998337,63,100
340,abc_smc_baseline,gaussian_mean,mu,4.363291067462422,3,100
341,abc_smc_baseline,gaussian_mean,mu,-1.4211634665762962,51,100
342,abc_smc_baseline,gaussian_mean,mu,-1.4248682972751436,88,100
343,abc_smc_baseline,gaussian_mean,mu,4.399603367117498,52,100
344,abc_smc_baseline,gaussian_mean,mu,-2.4723024243307967,56,100
345,abc_smc_baseline,gaussian_mean,mu,-0.1744770891098968,31,100
346,abc_smc_baseline,gaussian_mean,mu,-2.0896273303749915,22,100
347,abc_smc_baseline,gaussian_mean,mu,-3.741700901692422,13,100
348,abc_smc_baseline,gaussian_mean,mu,4.004016365154332,51,100
349,abc_smc_baseline,gaussian_mean,mu,-4.439202556339335,1,100
350,abc_smc_baseline,gaussian_mean,mu,-3.80359954203054,83,100
351,abc_smc_baseline,gaussian_mean,mu,-4.093803055329296,67,100
352,abc_smc_baseline,gaussian_mean,mu,-3.9263539916426895,23,100
353,abc_smc_baseline,gaussian_mean,mu,1.2989047593370495,23,100
354,abc_smc_baseline,gaussian_mean,mu,-2.4139696028546584,74,100
355,abc_smc_baseline,gaussian_mean,mu,-3.2556684313534845,65,100
356,abc_smc_baseline,gaussian_mean,mu,4.0369288590942105,81,100
357,abc_smc_baseline,gaussian_mean,mu,-0.4678607963287895,86,100
358,abc_smc_baseline,gaussian_mean,mu,0.2718519682666187,98,100
359,abc_smc_baseline,gaussian_mean,mu,-3.747738264998337,77,100
360,async_propulate_abc,gaussian_mean,mu,3.192937880178894,70,100
361,async_propulate_abc,gaussian_mean,mu,-0.4410167042760378,23,100
362,async_propulate_abc,gaussian_mean,mu,-2.5302385924553485,36,100
363,async_propulate_abc,gaussian_mean,mu,4.910017210712216,48,100
364,async_propulate_abc,gaussian_mean,mu,4.150017805294379,53,100
365,async_propulate_abc,gaussian_mean,mu,0.5482825470522901,92,100
366,async_propulate_abc,gaussian_mean,mu,-3.9229143709909855,51,100
367,async_propulate_abc,gaussian_mean,mu,-4.2447618480118745,92,100
368,async_propulate_abc,gaussian_mean,mu,3.020043460164299,14,100
369,async_propulate_abc,gaussian_mean,mu,-4.113728631449859,70,100
370,async_propulate_abc,gaussian_mean,mu,0.3704941660784167,47,100
371,async_propulate_abc,gaussian_mean,mu,-4.663701963695036,34,100
372,async_propulate_abc,gaussian_mean,mu,1.9619674536393648,64,100
373,async_propulate_abc,gaussian_mean,mu,-1.7715105073300608,40,100
374,async_propulate_abc,gaussian_mean,mu,4.715687760020352,0,100
375,async_propulate_abc,gaussian_mean,mu,-0.0785136582366217,21,100
376,async_propulate_abc,gaussian_mean,mu,-1.6069483049735522,49,100
377,async_propulate_abc,gaussian_mean,mu,2.2023461875789065,51,100
378,async_propulate_abc,gaussian_mean,mu,0.0718145829956249,100,100
379,async_propulate_abc,gaussian_mean,mu,4.849905564571028,63,100
360,abc_smc_baseline,gaussian_mean,mu,3.192937880178894,71,100
361,abc_smc_baseline,gaussian_mean,mu,-0.4410167042760378,6,100
362,abc_smc_baseline,gaussian_mean,mu,-2.5302385924553485,29,100
363,abc_smc_baseline,gaussian_mean,mu,4.910017210712216,45,100
364,abc_smc_baseline,gaussian_mean,mu,4.150017805294379,52,100
365,abc_smc_baseline,gaussian_mean,mu,0.5482825470522901,91,100
366,abc_smc_baseline,gaussian_mean,mu,-3.9229143709909855,46,100
367,abc_smc_baseline,gaussian_mean,mu,-4.2447618480118745,88,100
368,abc_smc_baseline,gaussian_mean,mu,3.020043460164299,11,100
369,abc_smc_baseline,gaussian_mean,mu,-4.113728631449859,72,100
370,abc_smc_baseline,gaussian_mean,mu,0.3704941660784167,55,100
371,abc_smc_baseline,gaussian_mean,mu,-4.663701963695036,6,100
372,abc_smc_baseline,gaussian_mean,mu,1.9619674536393648,68,100
373,abc_smc_baseline,gaussian_mean,mu,-1.7715105073300608,35,100
374,abc_smc_baseline,gaussian_mean,mu,4.715687760020352,0,100
375,abc_smc_baseline,gaussian_mean,mu,-0.0785136582366217,30,100
376,abc_smc_baseline,gaussian_mean,mu,-1.6069483049735522,43,100
377,abc_smc_baseline,gaussian_mean,mu,2.2023461875789065,43,100
378,abc_smc_baseline,gaussian_mean,mu,0.0718145829956249,100,100
379,abc_smc_baseline,gaussian_mean,mu,4.849905564571028,63,100
380,async_propulate_abc,gaussian_mean,mu,0.8481988689205542,86,100
381,async_propulate_abc,gaussian_mean,mu,-3.163211773076239,76,100
382,async_propulate_abc,gaussian_mean,mu,-3.30020432726553,63,100
383,async_propulate_abc,gaussian_mean,mu,-1.8478529950369904,16,100
384,async_propulate_abc,gaussian_mean,mu,0.1662953356232321,76,100
385,async_propulate_abc,gaussian_mean,mu,2.216273609737814,25,100
386,async_propulate_abc,gaussian_mean,mu,-0.9383455426895626,83,100
387,async_propulate_abc,gaussian_mean,mu,2.4214886818338157,6,100
388,async_propulate_abc,gaussian_mean,mu,4.706221059131773,87,100
389,async_propulate_abc,gaussian_mean,mu,-4.629798101312711,29,100
390,async_propulate_abc,gaussian_mean,mu,0.2386059903476889,33,100
391,async_propulate_abc,gaussian_mean,mu,-2.682852851544712,0,100
392,async_propulate_abc,gaussian_mean,mu,1.5565589921009346,1,100
393,async_propulate_abc,gaussian_mean,mu,-4.220694974005666,67,100
394,async_propulate_abc,gaussian_mean,mu,1.3515048424299645,72,100
395,async_propulate_abc,gaussian_mean,mu,-3.678003373881178,22,100
