run,box,method,n_sims_mean,throughput_mean,utilisation_mean,runtime_cv_mean,mean_runtime_s_mean,eps_full_mean,eps_matched_mean,ess_mean,contraction_division_rate_mean,contraction_cell_volume_mean,bias_division_rate_mean,bias_cell_volume_mean,n_sims_sd,throughput_sd,utilisation_sd,runtime_cv_sd,mean_runtime_s_sd,eps_full_sd,eps_matched_sd,ess_sd,contraction_division_rate_sd,contraction_cell_volume_sd,bias_division_rate_sd,bias_cell_volume_sd,n_sims_median,throughput_median,utilisation_median,runtime_cv_median,mean_runtime_s_median,eps_full_median,eps_matched_median,ess_median,contraction_division_rate_median,contraction_cell_volume_median,bias_division_rate_median,bias_cell_volume_median,n_replicates,covered_division_rate,covered_cell_volume
50_control,50,async,13266.4,3.685111111111111,0.9978565121054193,0.05041437312489414,12.995792126524137,6.513801237924581e-05,0.0001861657838751,759.5092662868404,0.8398156237621507,0.12997981148636323,-0.016297365756398362,0.050468684479435734,24.633310780323516,0.006842586327867583,9.096022041525427e-05,0.0033111428354928333,0.024370111529126777,8.482726377835138e-06,2.687650248581815e-05,266.64652469061326,0.057826413665868215,0.14128816483453094,0.004917223995985888,0.031345043524037025,13274.0,3.687222222222222,0.9978016783136571,0.051228367100600226,12.98826421266294,6.310930206176217e-05,0.0001687942268901,645.199647480752,0.8753088416145881,0.12975625267730584,-0.015332042065832219,0.04087326610961994,5,5,5
50_control,50,sync,5636.8,1.5657777777777777,0.4392656840489367,0.11682699051316417,13.443105011062205,0.00045775535696448,0.00045863494613662003,65.62418508781585,0.9106893083621272,0.6578694765252437,-0.021844087329577454,0.04602643964152222,220.08793697065727,0.06113553804740489,0.017306402119567712,0.005779910717907303,0.05339586373632178,8.399690225137168e-05,8.386284491705253e-05,17.54325137752783,0.007565627207019916,0.03207513011265468,0.0040537578231079376,0.012265727043233832,5765.0,1.601388888888889,0.4497724176699946,0.11587485328506712,13.460937022791407,0.0004457628419864,0.0004501607878471,69.52971986372626,0.9100468587658943,0.6665041606638678,-0.023129144344521124,0.045988171546077594,5,5,5
50_fixed,50,async,12886.8,3.5796666666666668,0.9978355725020419,0.05170164313584411,13.378917134401911,7.499456380238186e-05,0.00021665409896151998,351.9167830991852,0.9174046879716051,0.8074065687265055,-0.02623899753823362,0.05185746412949095,39.391623475048895,0.01094211763195773,0.00021820587654293442,0.0019502699193706574,0.04012538379333579,1.1828046721215653e-05,4.231248760531418e-05,130.24819275599847,0.00527218208835173,0.009462717346936579,0.00231763452630281,0.0022585119086330247,12896.0,3.582222222222222,0.9979545964026219,0.05229686429966398,13.366862605360541,7.629015888252514e-05,0.0002171093168714,302.9909254743586,0.9170944619888339,0.8009631203065661,-0.02567949758830279,0.05233160158715633,5,5,5
50_fixed,50,sync,5427.4,1.507611111111111,0.4283504840726026,0.10523176343923683,13.627744800772405,0.00031732355443420005,0.00034327843328028,65.15225104323312,0.9112018316400924,0.7222233507259499,-0.025862425283341928,0.04724103330294056,440.51083982122395,0.12236412217256215,0.03343743453812734,0.007678614856146465,0.04500904228455936,6.533193527141792e-05,3.985219986862863e-05,16.53735381578369,0.009622496300377389,0.03518750993363642,0.003973702222514197,0.019106811121531835,5400.0,1.5,0.42809059766177593,0.10521761435242034,13.65367064640071,0.0003118465348574,0.0003338870789801,65.61778995798105,0.9104913217761017,0.7188110813615833,-0.027237563612551252,0.05183332084291392,5,5,5
80,80,async,987.6666666666666,0.27435185185185185,0.9757134079454627,0.13488095634235633,170.52434446467137,0.0027745407243573664,0.024538821314171,466.22007023710285,0.5002317416447717,0.14514818689548661,0.14609508900965698,0.047528611828596024,6.806859285554051,0.0018907942459872465,0.0015539657767823464,0.00468139082539063,1.0778569947254035,0.0004351612387804489,0.002095444186318399,35.03385902436345,0.016533732669181705,0.014779669169932478,0.008260357227856757,0.004373953424413934,990.0,0.275,0.975013818409386,0.13538582531941667,170.52808989491126,0.0029209666012752,0.0244057314474629,462.4633784563093,0.5074242000230431,0.14527581011368584,0.1417621246273612,0.047097909686410255,3,3,3
80,80,sync,481.6666666666667,0.1337962962962963,0.4928075982768481,0.23317721670816127,174.187131602371,0.04681531217959983,0.05186062604236827,88.64644745750593,0.516995859593648,0.10609712930346919,0.1416434053107928,0.015048273649353183,42.71221527073179,0.011864504241869944,0.04433738685685409,0.004839237434638768,0.7667951757697563,0.005402857477254449,0.0033807823948308327,19.664929850002544,0.0029750342242427638,0.04395808440368965,0.011721519329852919,0.09911006269879866,466.0,0.12944444444444445,0.4844163723069137,0.23196757463378934,174.2717141828983,0.049493231680876,0.0503561505065504,100.0,0.5169285187846515,0.10546959855690108,0.13730127617487814,0.059025386071149155,3,3,3
50_rejection,50,rejection,13000.0,,,0.23728385896262183,15.211535777807235,0.0029427493868617763,,100.0,0.9137139676953041,0.6695368723372742,-0.02324474229971213,0.0785483555679225,,,,,,,,,,,,,13000.0,,,0.23728385896262183,15.211535777807235,0.0029427493868617763,,100.0,0.9137139676953041,0.6695368723372742,-0.02324474229971213,0.0785483555679225,1,1,1
80_rejection,80,rejection,1000.0,,,0.2697101295088622,170.36484623169898,0.03296876481474635,,100.0,0.7766399984138415,0.5286210992867708,0.13576720161917138,0.031604008566077146,,,,,,,,,,,,,1000.0,,,0.2697101295088622,170.36484623169898,0.03296876481474635,,100.0,0.7766399984138415,0.5286210992867708,0.13576720161917138,0.031604008566077146,1,0,1
