#CellID CenterX CenterY CenterZ Volume Surface Type Signal0 Signal1 Signal2 Age PolarityX PolarityY PolarityZ MotilityDirX MotilityDirY MotilityDirZ
0 -1 -1 -1 0.000000 0.000000 0 0.0000e+00 0.0000e+00 0.0000e+00 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
1 -1 -1 -1 0.000000 0.000000 1 0.0000e+00 0.0000e+00 0.0000e+00 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
2 -1 -1 -1 0.000000 0.000000 2 0.0000e+00 0.0000e+00 0.0000e+00 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
3 -1 -1 -1 0.000000 0.000000 3 0.0000e+00 0.0000e+00 0.0000e+00 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4 -1 -1 -1 0.000000 0.000000 4 0.0000e+00 0.0000e+00 0.0000e+00 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5 -1 -1 -1 0.000000 0.000000 5 0.0000e+00 0.0000e+00 0.0000e+00 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6 -1 -1 -1 0.000000 0.000000 6 0.0000e+00 0.0000e+00 0.0000e+00 0 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12 26 17 36 437.000000 434.755650 9 0.0000e+00 0.0000e+00 0.0000e+00 18 0.000000 1.000000 0.000000 600.764298 647.225107 880.620289
31 27 21 20 457.000000 530.913521 9 0.0000e+00 0.0000e+00 0.0000e+00 71 0.000000 1.000000 0.000000 -285.933156 1239.650717 584.387140
33 23 24 15 445.000000 601.272550 9 0.0000e+00 0.0000e+00 0.0000e+00 27 0.000000 1.000000 0.000000 -1268.624317 411.520568 -425.726629
13 25 24 25 178.000000 326.763011 9 0.0000e+00 0.0000e+00 0.0000e+00 15 0.000000 1.000000 0.000000 -1075.124312 -80.391224 102.161435
16 34 34 21 478.000000 517.695898 9 0.0000e+00 0.0000e+00 0.0000e+00 81 0.000000 1.000000 0.000000 108.571709 -1139.818262 55.901365
35 19 15 24 331.000000 438.554956 9 0.0000e+00 0.0000e+00 0.0000e+00 17 0.000000 1.000000 0.000000 -1354.454161 69.810904 -347.246832
9 14 26 24 464.000000 492.757470 9 0.0000e+00 0.0000e+00 0.0000e+00 105 0.000000 1.000000 0.000000 622.136897 901.755152 -871.655510
15 16 19 25 321.000000 464.958822 9 0.0000e+00 0.0000e+00 0.0000e+00 17 0.000000 1.000000 0.000000 -533.250098 560.655976 501.099426
