wall_time,diff_median,band_lo,band_hi
60.0,-0.04876863962202549,-0.1150383676113686,0.018000982437568314
104.80968481075914,-0.036209420531910674,-0.09325234767399454,0.019684419077974913
149.61936962151827,-0.01836531225734017,-0.0749933884057642,0.05206118585371522
194.42905443227744,-0.0021492171157637685,-0.05607307624837482,0.07133778754706971
239.23873924303658,-0.005633595462476992,-0.068804793043238,0.07133778754706971
284.0484240537957,-0.005633595462476992,-0.07373926054043223,0.07133778754706971
328.8581088645549,-0.005633595462476992,-0.07373926054043223,0.07133778754706971
373.667793675314,0.01712738457759072,-0.05767910197739984,0.07532008233427773
418.47747848607315,-0.00723962119150201,-0.07185215987343363,0.07532008233427773
463.2871632968323,-0.00723962119150201,-0.07185215987343363,0.07532008233427773
508.0968481075914,-0.00723962119150201,-0.07185215987343363,0.04939593783330842
552.9065329183506,0.061030371553522866,0.0369559557766051,0.07975973383502116
597.7162177291098,0.061030371553522866,0.0369559557766051,0.07975973383502116
642.5259025398689,0.061030371553522866,0.0369559557766051,0.07975973383502116
687.335587350628,0.061030371553522866,0.0369559557766051,0.07975973383502116
732.1452721613872,0.06108880324505639,0.05112901367263889,0.07975973383502116
776.9549569721463,0.06108880324505639,0.05112901367263889,0.07975973383502116
821.7646417829054,0.06108880324505639,0.04071875484040971,0.07975973383502116
866.5743265936646,0.06108880324505639,0.04071875484040971,0.07975973383502116
911.3840114044237,0.06108880324505639,0.04071875484040971,0.07975973383502116
956.1936962151829,0.06108880324505639,0.04071875484040971,0.07975973383502116
1001.0033810259421,0.06108880324505639,0.04071875484040971,0.07975973383502116
1045.8130658367013,0.0638049778011302,0.04318096513842229,0.07001343943289784
1090.6227506474604,0.0638049778011302,0.04318096513842229,0.07001343943289784
1135.4324354582195,0.0533362872773675,0.03353944678017601,0.06764671506909992
1180.2421202689786,0.0533362872773675,0.03353944678017601,0.06764671506909992
1225.0518050797377,0.04574760374306541,0.03353944678017601,0.057178024545337214
1269.8614898904968,0.04574760374306541,0.021360131886493605,0.057178024545337214
1314.671174701256,0.04574760374306541,0.021360131886493605,0.057178024545337214
1359.4808595120153,0.04574760374306541,0.021360131886493605,0.057178024545337214
1404.2905443227744,0.04574760374306541,0.021360131886493605,0.057178024545337214
1449.1002291335335,0.04574760374306541,0.021360131886493605,0.057178024545337214
1493.9099139442926,0.036624767773116185,0.021360131886493605,0.049589341011035126
1538.7195987550517,0.036624767773116185,0.021360131886493605,0.049589341011035126
1583.5292835658108,0.03823447203245617,0.01563916121383052,0.049686996129585825
1628.33896837657,0.03823447203245617,0.01563916121383052,0.049686996129585825
1673.1486531873293,0.03823447203245617,0.01563916121383052,0.049686996129585825
1717.9583379980884,0.03823447203245617,0.01563916121383052,0.049686996129585825
1762.7680228088475,0.03823447203245617,0.01563916121383052,0.049686996129585825
1807.5777076196066,0.03823447203245617,0.01563916121383052,0.049686996129585825
1852.3873924303657,0.03823447203245617,0.01563916121383052,0.049686996129585825
1897.1970772411248,0.03823447203245617,0.01563916121383052,0.049686996129585825
1942.0067620518842,0.033520503305460914,0.01563916121383052,0.0405641601596366
1986.8164468626433,0.033520503305460914,0.01563916121383052,0.0405641601596366
2031.6261316734024,0.033520503305460914,0.01563916121383052,0.0405641601596366
2076.4358164841615,0.034978039550045636,0.026543064318207632,0.044871862343575875
2121.245501294921,0.034978039550045636,0.026543064318207632,0.044871862343575875
2166.0551861056797,0.034978039550045636,0.026543064318207632,0.044871862343575875
2210.864870916439,0.034978039550045636,0.026543064318207632,0.044871862343575875
2255.674555727198,0.034978039550045636,0.026543064318207632,0.044871862343575875
2300.4842405379572,0.034978039550045636,0.026543064318207632,0.044871862343575875
2345.293925348716,0.034978039550045636,0.026543064318207632,0.044871862343575875
2390.1036101594755,0.034978039550045636,0.026543064318207632,0.044871862343575875
2434.913294970235,0.034978039550045636,0.026543064318207632,0.044871862343575875
2479.7229797809937,0.034978039550045636,0.026543064318207632,0.044871862343575875
2524.532664591753,0.034978039550045636,0.026543064318207632,0.044871862343575875
2569.342349402512,0.03969200827704089,0.01989784462006755,0.0586942138725875
2614.1520342132712,0.028708348615642865,0.015637896411174135,0.04396316224720648
2658.9617190240306,0.028708348615642865,0.015637896411174135,0.04396316224720648
2703.7714038347895,0.028708348615642865,0.015637896411174135,0.04396316224720648
2748.581088645549,0.028708348615642865,0.015637896411174135,0.04396316224720648
2793.3907734563077,0.028708348615642865,0.015637896411174135,0.04396316224720648
2838.200458267067,0.028708348615642865,0.015637896411174135,0.04396316224720648
2883.010143077826,0.028708348615642865,0.015637896411174135,0.04396316224720648
2927.819827888585,0.028708348615642865,0.015637896411174135,0.04396316224720648
2972.6295126993446,0.028708348615642865,0.015637896411174135,0.04396316224720648
3017.4391975101034,0.028708348615642865,0.015637896411174135,0.04396316224720648
3062.248882320863,0.028708348615642865,0.015637896411174135,0.04396316224720648
3107.0585671316217,0.02601328770152528,0.01664850630965553,0.05420778569488571
3151.868251942381,0.02601328770152528,0.01664850630965553,0.05420778569488571
3196.67793675314,0.02601328770152528,0.01664850630965553,0.05420778569488571
3241.487621563899,0.0398356392305369,0.01664850630965553,0.07089387434853162
3286.2973063746585,0.0398356392305369,0.01664850630965553,0.07089387434853162
3331.1069911854174,0.0398356392305369,0.01664850630965553,0.07089387434853162
3375.9166759961768,0.039255620355934606,0.01664850630965553,0.05420778569488571
3420.7263608069356,0.039255620355934606,0.01664850630965553,0.05420778569488571
3465.536045617695,0.039255620355934606,0.01664850630965553,0.05420778569488571
3510.3457304284543,0.039255620355934606,0.01664850630965553,0.05420778569488571
3555.155415239213,0.039255620355934606,0.01664850630965553,0.05420778569488571
3599.9651000499725,0.04317467753983684,0.018874718312540728,0.05195189907272302
